companyId,positionLables,industryLables,businessZones,positionId,positionName,createTime,positionAdvantage,salary,workYear,education,city,jobNature,industryField,companyShortName,companySize,financeStage,companyLabelList,district,companyFullName,firstType,secondType,isSchoolJob,subwayline,stationname,linestaion,longitude,latitude,content,topSalary,bottomSalary,avgSalary,crateTime
6138,"{游戏,建模,数值}","{游戏,建模,数值}","{石牌,岗顶,龙口}",4362228,数据分析专员,2018-04-12 15:18:31,"氛围好,牛人多,年终奖",5k-8k,1-3年,本科,广州,全职,游戏,易幻网络,150-500人,上市公司,"{年底双薪,绩效奖金,年度旅游,六险一金}",天河区,广州易幻网络科技有限公司,产品/需求/项目类,数据分析,0,3号线,石牌桥,1号线_体育中心;3号线_石牌桥;3号线_岗顶;3号线_华师,113.33955,23.1367,岗位职责1.挖掘及分析游戏项目数据2.管理及建立数据模型3.游戏用户行为分析4.定期编写相关报告任职要求1.本科或以上学历，统计系、数学系毕业优先；2.具有数理统计、数据库原理及相关知识，1年以上相关工作经验；3.熟悉各类统计分析模型原理及建立，能使用R/Python/matlab最少一种语言进行模型搭建；4.熟练运用SQL查询语句，熟练运用excel函数，能使用vba实现报表自动化者优先；5.对数据敏感，具有良好的分析能力与沟通能力；6.热爱手游，多年玩手游经验优先，具有游戏公司工作经验优先。,8,5,6.5,2018-04-12 15:18:31
6678,"{金融,SQL}","{金融,SQL}",,4321741,数据分析师,2018-04-12 15:16:47,"14薪,每月补助,年轻团队,升职空间",10k-16k,1-3年,本科,北京,全职,金融,人人贷,500-2000人,A轮,"{绩效奖金,年底双薪,五险一金,交通补助}",海淀区,人人贷商务顾问（北京）有限公司,开发/测试/运维类,数据开发,0,15号线,五道口,4号线大兴线_北京大学东门;13号线_五道口;15号线_清华东路西口,116.330778,39.994714,工作职责：1.建立相关统计模型，对用户交易数据进行挖掘，对公司战略决策、业务优化需求提供支撑；2.参与资金流动性和定价模型建立及优化；3.与产品、市场等部门协作，优化运营成本结构，提升运营效率。任职要求：1.具备统招本科或以上学历，金融、经济、数学等相关专业背景；具备1-2年数据分析相关工作经验，接受17届应届生；2.熟悉统计分析，熟练运营SQL和Excel；3.了解R语言、Python或SPSS其中一种工具；4.个性开放，易沟通，良好的表达能力，责任心强，考虑问题细致，执行力强；5.具备良好的框架思维能力和优先级判断力；6.具备金融背景或对金融行业有兴趣者优先；7.具备BI分析、管理咨询等相关领域项目经验者优先。,16,10,13.0,2018-04-12 15:16:47
151036,"{资深,大数据,数据挖掘}",{},"{鲁班路,五里桥,鲁班路,五里桥,鲁班路,五里桥}",3928874,数据分析师,2018-04-12 15:15:44,"发展空间大,弹性工作,免费班车,无限零食",10k-20k,1-3年,本科,上海,全职,金融,群星金融,50-150人,B轮,"{年底双薪,带薪年假,定期体检,交通补助}",浦东新区,鼎必程（上海）信息技术有限公司,产品/需求/项目类,数据分析,0,7号线,长清路,7号线_长清路;7号线_后滩;13号线_世博大道,121.475215,31.183898,岗位职责：1)负责应收账款的基础数据分析，包括资产透析，可视化渲染以及最终分析报告；2)深入理解每个行业特征，基于交叉的数据分析，给出合理的授信模型选择建议；职位要求：1)统计、数学或者数据挖掘等专业，应届生或者1年以上工作经验；2)自学能力强，熟悉tableau，熟悉sql以及Python者优先；3)高度责任感，逻辑思维清晰，良好表达能力，对未知问题挑战充满激情；4)数据敏感度高，抗压能力强者优先录用。,20,10,15.0,2018-04-12 15:15:44
4760,"{大数据,数据挖掘}",{},,4118616,资深数据分析师（数据产品）,2018-04-12 15:15:07,"前景好,福利优",25k-50k,5-10年,本科,上海,全职,电子商务,唯品会,2000人以上,上市公司,"{技能培训,节日礼物,绩效奖金,岗位晋升}",闵行区,唯品会（中国）有限公司,产品/需求/项目类,数据分析,0,,,,0.0,0.0,岗位职责:1、对业务部门进行数据需求支持，挖掘分析主题，开展数据分析工作，基于数据分析成果，为业务部门提供商业策略分析和业务优化建议，持续改进运营效果；2、优化和完善所属方向的数据分析体系，包括KPI指标体系、报表体系、专题分析体系；3、作为项目经理，负责项目的方案制定、项目推动与运营，并且指导其他同事在指定的时间里高质量的完成项目;4.负责数据分析产品的设计，带领开发完成方案;5、提升团队的整体运营水平。任职要求：1、有较强的团队沟通协调能力，能独立完成专题分析项目；2、逻辑思维严密，有很好的分析能力和报告展示能力，有很好商业嗅觉；3、熟练使用SQL/SAS，熟悉至少一种数据库软件，如：oracle、mysql、sqlserver等，熟悉hadoop者优先；4、包括数学，计算机，管理，经营分析等相关专业本科以上学历。5、5年以上数据分析(Data/BusinessAnalyticsExperience)工作经验，熟悉商业智能分析的方法论，零售、供应链，互联网背景优先，有商品品类管理、商品或品牌分析或市场投放分析经验者优先。,50,25,37.5,2018-04-12 15:15:07
68457,"{助理,风控,质检}",{},"{西溪,古墩路,古墩路}",4264098,数据分析师（儿科方向）,2018-04-12 15:12:52,"包三餐,牛人多,工作氛围佳,有前景",1k-2k,不限,本科,杭州,全职,数据服务,依图科技,150-500人,C轮,"{技能培训,带薪年假,绩效奖金,扁平管理}",西湖区,上海依图信息技术有限公司,产品/需求/项目类,数据分析,0,,,,120.100748,30.270038,全职/实习/兼职皆可职责定义：?活跃度运营：调动标注人员的积极性，维护合作关系；面向标注人员进行答疑，并根据任务类型和体量，合理调度标注资源；?标注人员培训：制定标注人员培训方案，对标注人员or标注管理员进行培训，对标注结果进行及时反馈；?标注指南制定：根据算法的问题定义，和产品经理一起推进标注指南的迭代和优化；?结果/人员考核：对标注结果进行验收，对标注人员能力分析考核，对标注的质量负责；基本素质：?人际关系良好，沟通能力强，活泼开朗，热衷于跟人打交道；?性格积极主动，乐于花时间与医生、医学生及标注人员就细节问题进行沟通和探讨；?具备较快的学习能力，能够迅速学习特定领域的医学问题，并结合数据标注的具体需求，定义标注指南；?时间管理能力强，能够合理安排时间，保证项目顺利运转；,2,1,1.5,2018-04-12 15:12:52
210490,"{金融,数据挖掘,大数据,数据库}","{金融,数据挖掘,大数据,数据库}",{科技园},4055455,BI高级数据分析师,2018-04-12 15:09:51,"年轻团队,公司福利好,发展平台大",12k-20k,3-5年,本科,深圳,全职,移动互联网,汇商通盈,15-50人,A轮,"{带薪年假,年底双薪,定期体检,欢乐8090}",南山区,深圳汇商通盈科技有限公司,开发/测试/运维类,数据开发,0,2号线/蛇口线,深大,2号线/蛇口线_科苑;1号线/罗宝线_高新园;1号线/罗宝线_深大,113.952429,22.537847,岗位职责：?与数据架构师紧密合作，用各种数据库、数据仓库、BI工具和必要的编程工具实现数据体系结构设计；?通过提供ETL包和自动化工具来支持数据分析团队；?与数据分析师和业务团队紧密合作，用各种数据可视化工具实现BI报告；?开发软件以达到规定的要求；?确保软件是按照行业标准惯例编写的；?调查和解决错误和技术问题；?分配的其他相关工作专长：?专注于应用各种ETL、BI工具和应用程序开发技术来实现数据架构师设计的数据体系结构；?专门用各种数据可视化工具编写不同格式的报告；?能够以脚本或高级编程语言灵活地提供自动化工具；?了解大数据和/或人工智能技术的知识；?超越期望和积极的结果导向；?良好的时间管理者，正直的人；?学习能力强，有团队合作精神；?致力于质量，注重细节；?能够在最低限度的监督下独立工作。资格和经验：?国家认可的大学本科或以上学历，数学、计算机科学或相关专业；?至少2-6年（开发人员和高级开发人员）在数据应用方面的软件开发经验，最好是金融服务项目；?精通至少一个公共的商业BI平台、ETL（Extract-Transform-Load）之类的工具（比如SSIS，OWB，DI，Informatica、水晶报表，Cognos，业务对象等），报告工具，等等；?精通DB2和Oracle数据库以及相关的编程语言，如SQL、至少一种脚本语言和至少一种高级编程语言；,20,12,16.0,2018-04-12 15:09:51
51480,"{资深,大数据,可视化,商业,业务运营}",{},"{长征,金沙江路,曹杨}",3700674,业务分析专家、数据分析专家,2018-04-12 15:07:29,平台好、发展空间大、扁平管理、弹性工作,20k-40k,3-5年,本科,上海,全职,移动互联网,饿了么,2000人以上,D轮及以上,"{节日礼物,绩效奖金,年度旅游,岗位晋升}",普陀区,拉扎斯网络科技（上海）有限公司,产品/需求/项目类,数据分析,0,13号线,祁连山南路,13号线_祁连山南路;13号线_真北路;13号线_大渡河路,121.379945,31.231299,【岗位职责】1、负责外卖配送业务流程、产品规则模块分析等工作；2、建立业务运营分析体系，推动日常数据建设，持续进行优化和提升；3、根据业务发展需要，针对不同专项课题进行分析和研究，产出分析报告和策略；4、负责业务调研分析工作，针对用户、商户、运力、行业等产出分析报告和策略。【任职要求】1、计算机，统计，信息，数学等相关专业本科及以上学历；2、熟练使用SQL，熟悉至少一种数据库软件，如：hive、oracle、mysql等；3、对数字敏感、有商业意识，能够通过数据发掘有价值的信息；4、有数据可视化能力，能够制作高效精准的数据图表，有效传递信息；5、熟练的分析报告撰写与汇报能力；6、有物流、城市规划经验优先。,40,20,30.0,2018-04-12 15:07:29
57400,{},{},,1845914,Data Analyst 数据分析师,2018-04-12 15:06:55,周末双休 五险一金 带薪年假 年终多薪,8k-15k,1-3年,本科,成都,全职,"移动互联网,游戏",NEXA,150-500人,不需要融资,"{年底双薪,节日礼物,技能培训,绩效奖金}",,昊盈信息技术（成都）有限公司,市场与销售,市场/营销,0,,,,,,"PLEASEAPPLYTHROUGHTHISLINK:https://nexa-corp.workable.com/jobs/94440Wewillonlyacceptcandidatesfromourownwebsite!Ifyouhaveanyprobleminuploadingresume,pleasecontactwithjobs﹫nexa-corp.comDescription:●Involvedincompanydatawarehousesetupprojecttobuildrobustdataanalysissystem.●Consistentlyreportandmonitorperformancebasedonmultipledatasources●Buildmathematicalmodelsbasedonin-gameuserbehaviorsandmonetizationaspectstohelptheMarketIntelligenceteamputthesemodelsintopractice●SupportotherdepartmentsonrelevanttasksasnecessaryRequirements:●AtleastaBachelor'sinComputerScience,Mathematics,Statistics,Economicsorrelevant●2+yearsrelevant,solidexperienceindataanalysis.ITorgameindustrywillbeaplus●Sensitivewithbusinesslogicandfigures●ProficiencyinSQLisamust.OthertoolssuchasSPSS,SAS,MATLAB,Risaplus.●Skills:DataAnalysis,StatisticalAnalysis,DataMining,DatabaseManagement,CriticalThinking,Analytical,Logical,Communication,Presentation,TimeManagementBenefits:●CompetitiveSalary&BenefitSystem●ProfessionalTrainingfornewmember●DiverseCareerPaths●SimpleInterpersonalRelationship●OptimisticandPositiveWorkEnvironment",15,8,11.5,2018-04-12 15:06:55
117203,{},{},,2353221,数据分析员,2018-04-12 15:06:52,十三薪；五险一金；出国机会；弹性工作,4k-8k,1-3年,大专,西安,全职,"电子商务,O2O",美国亚米网,50-150人,A轮,"{交通补助,弹性工作,帅哥多,领导好}",高新技术产业开发区,西安亚购信息科技有限公司,产品,产品经理,0,,,,108.877037,34.190449,职位描述：1、实时响应各业务部门的数据需求，并总结需求，制定报表及系统开发计划；2、负责网站的日常监控分析工作，包括但不限于销售分析，流量分析，会员分析，网站分析，物流客服分析等，根据数据发现业务中的问题，并提出有针对性的修改建议；3、负责网站的代码部署跟进，包括各类数据采集代码，规范布码流程；4、依据业务场景，实施业务数据建模工作，并根据数据的表现实时调整业务模型，有效指导业务的发展；5、参与网站及客户端的每一次的功能迭代，改版升级，并根据用户行为表现，提出下一版的修改建议；6、负责数据产品的设计与搭建。任职要求1、本科及以上学历，统计学，数学专业加分，2年以上工作经验，热爱数据分析，有电商经验者优先；2、掌握基本的网站分析工具，比如GA，百度统计，友盟等，熟悉代码的部署；3、熟悉sql，有R，python，spss或者数据建模经验者优先；4、ppt，excel撰写漂亮加分；5、有电商数据产品经验者直接面谈。,8,4,6.0,2018-04-12 15:06:52
183985,{},{},{西丽},4287427,数据分析专员/助理,2018-04-12 14:35:37,"五险一金,节日福利,晋升空间,扁平管理",4k-8k,1-3年,大专,深圳,全职,"O2O,生活服务",华商生物科技,50-150人,不需要融资,{},南山区,深圳市华商生物科技有限公司,产品/需求/项目类,数据分析,0,5号线/环中线,留仙洞,5号线/环中线_留仙洞,113.939763,22.567951,岗位职责：1、负责运营中心每日数据收集、审核、整理、分析、呈现工作；2、根据公司要求，将搜集、整理的相关信息及数据，运用统计学方法进行数据的分析运算；3、负责公司所有销售合同的管理，所有客户资料的登记存档管理等；4、本部门的一些行政类工作事务处理；5、部门领导交代的其他工作任务。任职要求：1、大专以上学历，数学、统计学、数据类相关专业毕业的优先，20-30周岁，男女不限；2、一年以上市场数据分析工作经验，有大型连锁品牌企业数据分析工作经验优先；3、熟练使用OFFICE办公软件，精通excel函数，能熟练制作数据分析图表；4、有较好的耐心及责任心，头脑清晰工作细致，对数字及数据类敏感，热爱数据工作；5、良好的沟通协调能力、学习能力及分析能力；6、热爱本职工作，工作积极主动有上进心，踏实，吃苦耐劳。公司简介：深圳市华商生物科技有限公司是一家专业从事电子烟研发、生产和销售的高科技企业，产品涵盖电子烟成品、电子烟雾化器、烟油及电子烟配件等多个品系，隶属于波顿集团（于2005年在香港主板成功上市，股票代码：3318.HK，是中国香精香料行业首家上市企业，以“波顿”（BOTON）为品牌生产和经营食用香精、日化香精、烟草香精及香料四大品类产品，并已在全球30多个国家注册了商标），办公地址位于南山区西丽茶光路波顿科技园，是由波顿集团自建的5A级办公楼（不外租），工作环境高大上，为员工提供免费使用的健身房和员工福利餐厅。产品经过2016年一整年的前期筹备（研发、设计、生产及广告拍摄），于2017年03月份正式开始投入市场，并在央视教育频道、各地方卫视及各大视频网站上进行广告投放（年度广告预算不低于2000万元），产品将会在很短的时间内迅速的扩大知名度占据4亿人消费群体的市场份额。,8,4,6.0,2018-04-12 14:35:37
67342,"{算法,数据挖掘,大数据,建模}",{},,4411559,数据分析师,2018-04-12 15:04:51,"股权期权,六险一金,同事棒,等你来",13k-25k,1-3年,本科,杭州,全职,金融,网金中心,150-500人,不需要融资,"{节日礼物,技能培训,绩效奖金,年度旅游}",滨江区,浙江互联网金融资产交易中心股份有限公司,开发/测试/运维类,数据开发,0,,,,120.165667,30.185677,"岗位职责：1.深入了解公司业务，为业务团队提供数据分析及大数据预测，对业务发展提供决策建议；2.主导各类数据建模工作，推动数据建模技术在业务中的实现及应用；3.为公司各类项目提供数据分析支持。任职资格：1.逻辑性强，分析能力优秀，热爱数据分析，具有探索精神；2.掌握常用机器学习算法，了解不同算法使用场景，能够灵活应用及参数调优，并对至少一种算法有深入理解；3.熟悉主流数据库，熟练使用Java、Python、R中一种编程语言；4.熟练掌握SQL语言，并熟悉一种或几种关系型数据库，如MySQL,SQLServer等。",25,13,19.0,2018-04-12 15:04:51
31173,"{信息安全,电商,广告营销,大数据,数据可视化}","{信息安全,电商,广告营销,大数据,数据可视化}","{国贸,呼家楼}",2744665,BI 高级数据产品经理 高级数据分析产品经理,2018-04-12 15:03:27,"五险一金,海外年会,扁平管理,期权",15k-30k,3-5年,本科,北京,全职,广告营销,悠易,150-500人,C轮,"{节日礼物,技能培训,绩效奖金,年度旅游}",朝阳区,悠易互通（北京）广告有限公司,产品/需求/项目类,产品设计/需求分析,0,10号线,国贸,1号线_永安里;1号线_国贸;6号线_呼家楼;6号线_东大桥;10号线_呼家楼;10号线_金台夕照;10号线_国贸,116.459298,39.918784,高级数据产品经理岗位描述：1.规划营销大数据平台软件产品（DMP），设计产品功能，协调开发资源，完成产品交付和优化迭代。2.负责大数据营销平台软件产品的各个生命周期，对客户负责，产出先进、安全、易用和低成本的产品。3.在产品预研，开发，发布和迭代的过程中负责各个关联团队之间的交流与合作，确保合作的畅通与高效。4.完成产品商业化相关工作，支持业务团队完成营收目标。5.了解广告行业格局，对市场数据情况了解，具备市场调研与竞争对手分析的能力岗位要求：1.有商业化产品设计经验，兼有互联网产品设计经验者优先。2.有较强的场景抽象能力，有BAT数据产品工作经验者优先。3.需具备良好的商业直觉和数据敏感度，能够判断市场数据价值，合作机会切入点。4.熟练运用Axure、SQL等技术以及掌握相关算法模型者优先。5.善于沟通，有极强的跨团队协作能力和执行力。公司简介：悠易互通，中国互联网广告行业跨屏程序化购买引领者，依托庞大的专有受众数据库和先进的广告技术，成为多屏融合及大数据营销时代最富创新精神、最具营销实效的互联网广告公司。悠易互通总部位于北京，在上海和广州均设有分公司。2012年3月，悠易互通在中国推出第一家支持实时竞价（RTB）购买为主的需求方平台（DSP），揭幕中国RTB时代；2013年，悠易互通首次程序化购买概念引入中国，开创国内广告技术新一轮创新与发展；2014年1月，悠易互通推出首个真正意义上的受众数据管理平台，数据银行DataBank，帮助广告主利用大数据实现精准人群的一站式收集分析整理及应用。截止到2015年2月底，悠易跨屏程序化购买平台已对接15万以上媒体资源、6万以上移动APP，能够购买到的多屏广告资源每天已经超过100亿，同时，悠易互通已经成功为包括联合利华、奥迪、丰田、佳能、交通银行、海尔、联想、加多宝、中国移动、中国联通等超千家国内外知名企业，提供成功的品牌和效果解决方案。,30,15,22.5,2018-04-12 15:03:27
146945,"{算法,机器学习,深度学习,数据挖掘}",{},,2716397,大数据分析师,2018-04-12 15:02:54,"大数据分析,数据挖掘,机器学习,人工智能",10k-20k,3-5年,本科,武汉,全职,"数据服务,移动互联网",智领云,15-50人,天使轮,"{股票期权,弹性工作,绩效奖金,五险一金}",东湖新技术开发区,武汉智领云科技有限公司,开发/测试/运维类,数据开发,0,,,,114.410564,30.457982,"智领云的云计算大数据平台研发团队聚集了硅谷和本土的优秀创业人才，团队成员中有的在硅谷著名科技公司Ask.com，Twitter和EA担任过技术总监和研发经理，有的在中国的互联网公司担任过高级研发人员，他们都有着深厚的大数据平台研发背景。智领云研发团队按照硅谷的模式来组建团队，采用agile的开发流程，基于最新的开源软件Mesos,Docker,Kafka,HDFS,SparkandPresto）来构建核心平台。加入智领云，你将会在硅谷技术公司的氛围中，和硅谷技术大牛一起coding一起攻克难题。如果我们的诚意让你心动，那么不要犹豫，请赶快加入我们，和我们这样怀抱梦想的团队一起成长！岗位职责：1.通过大数据平台分析特定行业商务数据，完成统计与预测的工作；2.分析数据，挖掘数据特征及潜在的关联，为运营提供参考依据；3.负责建模、分析、可视化，提供有说服力的数据分析报告4.负责大规模机器学习算法研究及并行化实现，为各种大规模机器学习应用提供稳定服务；任职要求：1.计算机、应用数学、数据挖掘、机器学习人工智能、统计、运筹学等专业研究生及以上学历；2.具备3年以上数据清洗、数据应用分析等相关经验3.对机器学习、数据挖掘算法及其应用有比较全面的认识和理解；4.熟悉数据分析常用方法，熟悉R，Python,Scala等语言者优先考虑；5.具备良好的分析解决问题能力，能独立承担任务和有系统进度把控能力;6.责任心强，良好的对外沟通和团队协作能力，主动，好学；7.有较好的英语读写能力，能够阅读英文技术文档；8.有以下经验者优先:Hive／Spark",20,10,15.0,2018-04-12 15:02:54
56521,"{金融,游戏,广告营销,初级,数据挖掘}","{金融,游戏,广告营销,初级,数据挖掘}","{科技园,科技园,大冲,大冲}",3586368,数据分析师（数学相关专业应届）,2018-04-12 15:02:24,大平台,5k-7k,应届毕业生,本科,深圳,全职,"移动互联网,游戏",蓝色光标SNK,150-500人,上市公司,"{技能培训,节日礼物,年底双薪,带薪年假}",南山区,北京思恩客广告有限公司,开发/测试/运维类,数据开发,1,1号线/罗宝线,深大,1号线/罗宝线_高新园;1号线/罗宝线_深大,113.943551,22.548179,1、负责日常广告投放业务的数据分析工作；2、基于数据分析得到有价值信息，为业务优化提供策略和建议；3、满足客户的合理化需求，为客户提供周期性的游戏数据分析总结或报告；4、为策划、调研等部门的各种数据需求进行合理化建议，并提供定向支持；任职资格：1、1年以上相关工作经验，对游戏及游戏行业有一定认知，热爱游戏行业，愿意长期从事游戏行业的市场分析和数据分析工作；2、本科以上学历，数学、统计学、计算机、经济、金融类或其他理工科类相关专业优先；3、熟练使用MSOffice办公软件，尤其是熟练使用Excel与PPT，能独立运用SQL进行数据清洗；,7,5,6.0,2018-04-12 15:02:24
196263,"{游戏,SPSS}","{游戏,SPSS}",{科技园},4252645,游戏数据分析师,2018-04-12 15:00:11,"福利好,待遇棒,补贴多,老板好",5k-10k,1-3年,大专,深圳,全职,"移动互联网,社交网络",叁亿广告,15-50人,不需要融资,"{午餐补助,绩效奖金,年底双薪,下午茶}",南山区,深圳市叁亿广告有限公司,产品/需求/项目类,数据分析,0,1号线/罗宝线,深大,1号线/罗宝线_深大,113.937503,22.543597,"岗位要求：1、数据逻辑清晰，数据敏感度高；计算机专业、统计学专业优先考虑,，MMO游戏或SLG游戏经验者优先考虑；2、熟练使用SQL语句、EXCEL，掌握SPSS、R、SAS等其中一种分析工具；3、具有一定的数据挖掘、建模、预测能力，可独立对产品及竞品进行深入挖掘；4、良好的沟通、表达能力及团队协作精神；5、为人沉稳谦和，态度积极乐观；6、良好的逻辑分析能力和文字表达能力，具备数据分析报告讲解能力。职责描述：1、负责游戏日常数据统计、监控和分析工作，对产品调优、产品运营提供有力数据支持；2、根据公司产品运营需求，对现有数据平台进行整理完善，定期完成日、周、月数据报表；3、定期进行运营、渠道以及市场分析，发现潜在问题，挖掘产品潜力，提出合理执行建议；4、定向活动以及功能分析，根据历史数据给出活动及功能制定建议；5、开展专题式深度产品及市场分析挖掘，分析建模、数据检验、产出分析报告等，为运营策略、广告效果提供数据支撑和有效建议。",10,5,7.5,2018-04-12 15:00:11
280497,"{股票,证券,期货,外汇,操盘手,经纪人}","{股票,证券,期货,外汇,操盘手,经纪人}","{香蜜湖,车公庙,下沙,车公庙,车公庙,香蜜湖,香蜜湖,下沙,下沙}",3800615,金融（数据分析师）助理,2018-04-12 14:54:15,"绩效奖金,带薪年假,美女多多,员工旅游",6k-8k,不限,大专,深圳,全职,金融,深圳市名瑞德国际金融服务有限公司,50-150人,上市公司,"{年底双薪,带薪年假,定期体检,年终分红}",福田区,深圳市名瑞德国际金融服务有限公司,金融类,证券/期货,0,7号线,农林,1号线/罗宝线_香蜜湖;1号线/罗宝线_车公庙;1号线/罗宝线_竹子林;11号线/机场线_车公庙;7号线_农林;7号线_车公庙;9号线_下沙;9号线_车公庙,114.026816,22.535326,"岗位职责：1.负责公司指定客户账户或配资账户的资金运作；2.分析行情，做出每日交易计划；3.配合培训讲师完成新入职员工的交易辅导；4.把握市场机会，及时交易,确保账户达到稳定盈利，尽可能的达到利益最大化。任职要求：1.专业不限，经济类、理工类专业优先；2.人品端正，谦虚好学，自信果敢；3.有很强的数据运算能力及宏观经济数据分析能力；4.有强烈希望成为交易高手的意愿；5.可承受较大心里压力，有很强的自我调控能力，纪律严格；6.对公司资高度负责，严格执行安全控制；7.以稳定盈利为最高目标；8.敢于迎接挑战、能独立承受压力、完成公司交赋的工作任务。福利待遇：1.提供全方位人才培养计划（全面专业培训、定期强化培训、良好的学习环境）；2.提供良好的职业晋升平台（级别评定、岗位轮换、职位晋升）；3.部门管理的参与和决策；4.成绩优秀的将正式成为公司的分析师或者团队经理；5.完善和持续的晋升培训机制，丰富多彩的员工活动，良好的工作环境；6.上班时间：早9:00~晚5：00，周六日双休，法定节假日休息。7.底薪6k到15k+提成25%-30%+补助+绩效+其他福利直接投递简历，公司会当天审核，审核通过后会通知面试。——————————————公司名称：深圳名瑞德国际金融服务有限公司公司地址：深圳市福田区车公庙中国有色大厦1402乘车路线：地铁1号线7号线9号线11号线车公庙站D1（或D2）出口即达（中国有色大厦）人事经理：陈经理（对职位有疑问或有兴趣者，请积极与HR联系）",8,6,7.0,2018-04-12 14:54:15
15265,"{金融,大数据,商业,业务运营,数据挖掘}","{金融,大数据,商业,业务运营,数据挖掘}","{后海,南油,蛇口}",3998833,高级业务数据分析师,2018-04-12 10:52:30,"B+轮,团队牛,培训多,假期长",15k-25k,5-10年,本科,深圳,全职,金融,我来贷WeLab,150-500人,B轮,"{年底双薪,五险一金,带薪年假,扁平管理}",南山区,深圳卫盈智信科技有限公司,产品/需求/项目类,数据分析,0,2号线/蛇口线,海月,2号线/蛇口线_海月;2号线/蛇口线_登良;2号线/蛇口线_后海;11号线/机场线_后海,113.94212,22.50907,职责描述：1负责指定业务的数据分析工作，梳理并持续优化业务流程，为业务运营提升提供决策分析和数据支持；2负责业务运营中的关键指标进行监控，对出现异常的业务指标要及时发现，并对异常进行合理的分析，提供分析报告；3负责对公司海量用户进行分析挖掘，挖掘用户的特征，行为轨迹及变动的趋势，预测用户的风险和价值，提出自己的见解和建议；4建立分析模型，利用统计分析，数据挖掘方法解决业务部门实际需求；5对特定的问题进行专门的数据分析和数据挖掘建模，用数据驱动产品和用户运营；6负责规划用户数据分析体系的规划与设计，形成工作流程和制度，并持续优化，使之体系化沉淀。任职要求：1、本科以上学历，统计学，应用数学等专业优先；2、5年以上工作经验，3年以上互联网行业数据分析的用户运营研究工作经验;3、熟练SQL，熟练使用R语言，熟练使用Python优先；4、扎实的数理统计，数据挖掘算法理论基础，良好的商业敏感度和优秀的数据分析技术，；5、优秀的项目管理、跨部门协调与推动能力，丰富的项目管理经验，有团队合作精神。职位诱惑：B+轮：全球金融科技排名33、B+轮15亿（阿里、瑞信、建银、IFC）团队牛：成员来自花旗、渣打、普华永道、BAT、谷歌、华为、平安等薪资高：市场领先的全面薪酬、最高17薪、期权激励假期长：20天福利假期（福利年假、全薪病假、生日假……）培训多：全员覆盖、定制化课程、外聘讲师、游学基金环境好：观海阳台、背靠人才公园、邻近海岸城、氛围积极开放福利全：五险一金、补充商业险、餐补车补、下午茶、团建费空间大：年两次调薪，发展通道多，管理岗公开竞聘,25,15,20.0,2018-04-12 10:52:30
6138,"{游戏,广告营销,专员,运营,广告投放}","{游戏,广告营销,专员,运营,广告投放}","{石牌,岗顶,龙口}",4090039,数据分析师（市场方向）,2018-04-12 15:18:31,"餐饮补贴,六险一金,团队氛围好,成长速度快",6k-8k,1-3年,不限,广州,全职,游戏,易幻网络,150-500人,上市公司,"{年底双薪,绩效奖金,年度旅游,六险一金}",天河区,广州易幻网络科技有限公司,产品/需求/项目类,数据分析,0,3号线,石牌桥,1号线_体育中心;3号线_石牌桥;3号线_岗顶;3号线_华师,113.33955,23.1367,岗位职责：1、学习广告投放、市场运营规律，将游戏产品在Facebook和GoogleAdWords等平台，针对全球用户进行广告投放；2、学习针对游戏广告数据、广告创意表现等数据进行收集与监控，针对性的进行数据分析与总结，使广告达到最佳效果；3、为新的营销方案提供数据支持，与创意团队协作设计广告创意和推广文案；4、协助制定产品在全球市场的推广策略任职要求：1、本科以上学历，理工科/金融/统计学/市场营销专业背景，优秀应届生亦可；2、逻辑推理、数据分析能力、学习能力强、IQ高；3、责任心强，自我驱动、成就动机强；4、热爱游戏，有钻研精神，有跨学科知识储备者优先职位发展：加入行业顶尖的团队，掌握线上市场运营技巧，玩转全球广告投放,8,6,7.0,2018-04-12 15:18:31
